GEONAME,LNTITLE,GEOID,TOT_EST,ADU_EST,ADU_MOE,CIT_EST,CIT_MOE,CVAP_EST,CVAP_MOE,ID,totalvotes,TURNOUT,,
"Clinton County, Ohio",Total,05000US39027,41855,31805,14,41665,111,31610,110,39027,18675,0.590794053,,
"Caroline County, Maryland",Total,05000US24011,32655,24840,17,31565,224,23885,186,24011,14113,0.590872933,,
"Bosque County, Texas",Total,05000US48035,17955,14025,31,17165,148,13265,144,48035,7838,0.590878251,,
"Essex County, Vermont",Total,05000US50009,6175,5045,22,6080,39,4950,51,50009,2925,0.590909091,,
"Marion County, Missouri",Total,05000US29127,28860,22035,65,28720,59,21895,75,29127,12938,0.590911167,,
"Daviess County, Missouri",Total,05000US29061,8255,6105,,8215,23,6080,17,29061,3593,0.590953947,,
"Buffalo County, Nebraska",Total,05000US31019,48400,37105,17,46975,255,35745,251,31019,21129,0.591103651,,
"Ozark County, Missouri",Total,05000US29153,9450,7635,51,9435,13,7620,52,29153,4505,0.591207349,,
"Pontotoc County, Mississippi",Total,05000US28115,30860,22575,56,30185,212,21960,178,28115,12984,0.591256831,,
"Richardson County, Nebraska",Total,05000US31147,8150,6435,9,8150,9,6435,11,31147,3805,0.591297591,,
"Garrett County, Maryland",Total,05000US24023,29675,23770,37,29600,43,23695,53,24023,14011,0.591306183,,
"Pondera County, Montana",Total,05000US30073,6165,4650,12,6105,34,4605,30,30073,2723,0.591313789,,
"Morehouse Parish, Louisiana",Total,05000US22067,26740,20175,88,26605,78,20040,105,22067,11852,0.591417166,,
"Ouachita Parish, Louisiana",Total,05000US22073,156400,116245,,154925,327,115005,270,22073,68017,0.59142646,,
"Pennington County, South Dakota",Total,05000US46103,107300,81785,43,106170,245,80695,245,46103,47743,0.591647562,,
"Clark County, Ohio",Total,05000US39023,136175,104990,34,134790,270,103825,213,39023,61429,0.591659042,,
"Marion County, Kansas",Total,05000US20115,12215,9575,39,12135,45,9505,50,20115,5624,0.591688585,,
"Wilkes County, Georgia",Total,05000US13317,9925,7765,101,9650,88,7580,37,13317,4486,0.59182058,,
"Union County, Indiana",Total,05000US18161,7250,5565,81,7240,23,5560,72,18161,3291,0.591906475,,
"East Baton Rouge Parish, Louisiana",Total,05000US22033,445335,343935,,431970,1200,331860,1066,22033,196491,0.592090038,,
"Okanogan County, Washington",Total,05000US53047,41300,31745,98,38145,328,28865,261,53047,17091,0.592101161,,
"Dallas County, Missouri",Total,05000US29059,16510,12590,57,16500,11,12585,58,29059,7453,0.592212952,,
"Ellis County, Oklahoma",Total,05000US40045,4125,3140,,4050,32,3085,26,40045,1827,0.592220421,,
"Harvey County, Kansas",Total,05000US20079,34815,26075,,33820,226,25185,191,20079,14916,0.592257296,,
"Washington County, Utah",Total,05000US49053,151960,109070,,146865,658,104620,521,49053,61963,0.592267253,,
"Morgan County, Indiana",Total,05000US18109,69505,53070,46,69190,132,52810,120,18109,31280,0.592312062,,
"Grayson County, Virginia",Total,05000US51077,15180,12475,87,14990,55,12295,91,51077,7285,0.592517283,,
"Kimball County, Nebraska",Total,05000US31105,3715,2865,58,3675,27,2830,67,31105,1677,0.592579505,,
"Jefferson County, Oregon",Total,05000US41031,22305,16910,52,21210,250,15955,193,41031,9459,0.592854904,,
"New London County, Connecticut",Total,05000US09011,272035,216790,94,262780,785,208340,707,09011,123528,0.592915427,,
"Quitman County, Mississippi",Total,05000US28119,7635,5725,14,7585,44,5675,40,28119,3365,0.592951542,,
"Wyoming County, Pennsylvania",Total,05000US42131,27975,22275,53,27865,34,22165,59,42131,13144,0.593006993,,
"Mason County, Illinois",Total,05000US17125,13930,10985,33,13885,45,10935,52,17125,6486,0.593141289,,
"Spink County, South Dakota",Total,05000US46115,6540,4980,26,6535,6,4975,25,46115,2951,0.593165829,,
"Williamsburg County, South Carolina",Total,05000US45089,32815,25685,3,32500,126,25370,126,45089,15054,0.593378006,,
"Moniteau County, Missouri",Total,05000US29135,15840,11815,36,15500,155,11510,130,29135,6830,0.593397046,,
"Montgomery County, North Carolina",Total,05000US37123,27475,21095,,25650,260,19445,208,37123,11540,0.593468758,,
"Thomas County, Kansas",Total,05000US20193,7910,6125,26,7780,72,6025,67,20193,3576,0.593526971,,
"Kootenai County, Idaho",Total,05000US16055,147715,112815,,146605,259,111715,258,16055,66310,0.59356398,,
"St. Mary Parish, Louisiana",Total,05000US22101,53055,39970,,51435,240,38540,220,22101,22877,0.593591074,,
"Kenton County, Kentucky",Total,05000US21117,163395,123675,,160805,452,121240,425,21117,71998,0.593846915,,
"Cleburne County, Arkansas",Total,05000US05023,25585,20545,105,25395,119,20350,95,05023,12085,0.593857494,,
"Onondaga County, New York",Total,05000US36067,468050,365480,42,450960,894,350870,687,36067,208440,0.594066178,,
"Carroll County, Ohio",Total,05000US39019,28110,22120,76,27970,102,22000,117,39019,13074,0.594272727,,
"Bollinger County, Missouri",Total,05000US29017,12280,9560,45,12275,9,9550,47,29017,5676,0.59434555,,
"Clark County, Kentucky",Total,05000US21049,35705,27620,29,35325,131,27265,108,21049,16205,0.594351733,,
"Walla Walla County, Washington",Total,05000US53071,59810,46985,174,55335,504,42760,490,53071,25419,0.594457437,,
"Salt Lake County, Utah",Total,05000US49035,1092520,783010,,1005550,2536,704435,2220,49035,418868,0.594615543,,
"Saline County, Illinois",Total,05000US17165,24660,19275,18,24520,92,19145,88,17165,11384,0.594620005,,
"Hampton city, Virginia",Total,05000US51650,136790,106960,95,134295,534,104855,397,51650,62356,0.594687902,,
"Rock Island County, Illinois",Total,05000US17161,146535,113715,20,139250,652,107595,585,17161,63994,0.594767415,,
"Crenshaw County, Alabama",Total,05000US01041,13895,10720,66,13685,97,10535,54,01041,6267,0.594874229,,
"Gage County, Nebraska",Total,05000US31067,21780,16930,,21720,44,16890,38,31067,10048,0.59490823,,
"Gilmer County, Georgia",Total,05000US13123,28955,22970,55,27390,321,21470,368,13123,12773,0.594923149,,
"Wheatland County, Montana",Total,05000US30107,2110,1620,93,2080,18,1590,93,30107,946,0.594968553,,
"Cowlitz County, Washington",Total,05000US53015,102855,79135,98,100260,401,76780,352,53015,45692,0.595102891,,
"Jefferson County, Ohio",Total,05000US39081,67605,54390,54,67290,120,54100,125,39081,32201,0.595212569,,
"Monroe County, Ohio",Total,05000US39111,14440,11430,67,14425,16,11415,68,39111,6795,0.595269382,,
"Wapello County, Iowa",Total,05000US19179,35240,27335,10,33105,270,25445,213,19179,15149,0.595362547,,
"Harper County, Kansas",Total,05000US20077,5800,4405,,5720,44,4330,44,20077,2578,0.595381062,,
"Surry County, North Carolina",Total,05000US37171,72765,56625,,69915,324,54075,270,37171,32196,0.595395284,,
"Ripley County, Indiana",Total,05000US18137,28635,21765,102,28360,124,21515,104,18137,12810,0.595398559,,
"Cedar County, Missouri",Total,05000US29039,13930,10605,28,13890,47,10560,51,29039,6288,0.595454545,,
"Linn County, Missouri",Total,05000US29115,12320,9385,9,12285,40,9380,12,29115,5587,0.595628998,,
"Chouteau County, Montana",Total,05000US30015,5835,4405,,5800,18,4370,20,30015,2603,0.595652174,,
"Beaver County, Oklahoma",Total,05000US40007,5480,4080,,5115,78,3765,65,40007,2243,0.595750332,,
"Richland County, Wisconsin",Total,05000US55103,17640,13710,33,17430,45,13520,43,55103,8055,0.595784024,,
"Richland County, North Dakota",Total,05000US38077,16330,12845,27,16225,80,12740,87,38077,7592,0.595918367,,
"Vermilion Parish, Louisiana",Total,05000US22113,59525,43855,52,58635,277,43005,262,22113,25632,0.596023718,,
"Denton County, Texas",Total,05000US48121,754650,557505,,692475,2017,500990,1767,48121,298645,0.596109703,,
"Oglethorpe County, Georgia",Total,05000US13221,14745,11470,60,14465,102,11195,104,13221,6674,0.596159,,
"Lawrence County, South Dakota",Total,05000US46081,24860,20220,95,24485,119,19860,118,46081,11842,0.596273917,,
"Grant County, Wisconsin",Total,05000US55043,51725,41145,43,51270,119,40780,109,55043,24321,0.596395292,,
"Trumbull County, Ohio",Total,05000US39155,204910,161830,86,204085,200,161015,212,39155,96029,0.596397851,,
"Taos County, New Mexico",Total,05000US35055,32960,26675,115,31840,383,25585,358,35055,15260,0.596443228,,
"Northampton County, North Carolina",Total,05000US37131,20630,16735,5,20405,108,16510,109,37131,9848,0.596486978,,
"Lincoln County, Montana",Total,05000US30053,19270,15760,64,19150,61,15640,85,30053,9330,0.596547315,,
"Clark County, Indiana",Total,05000US18019,113995,87680,49,111910,348,85735,281,18019,51147,0.596570829,,
"Schuyler County, Missouri",Total,05000US29197,4395,3265,,4375,29,3245,22,29197,1936,0.596610169,,
"Crawford County, Wisconsin",Total,05000US55023,16415,13030,51,16355,23,12975,57,55023,7744,0.596840077,,
"Canadian County, Oklahoma",Total,05000US40017,129570,95190,,126725,388,92615,350,40017,55278,0.59685796,,
"Marion County, South Carolina",Total,05000US45067,31975,24400,105,31445,88,23915,114,45067,14276,0.596947522,,
"Stark County, Illinois",Total,05000US17175,5840,4610,23,5825,17,4595,27,17175,2743,0.59695321,,
"De Witt County, Illinois",Total,05000US17039,16320,12765,27,16180,57,12635,54,17039,7543,0.596992481,,
"Sanilac County, Michigan",Total,05000US26151,41760,32440,,41550,57,32240,57,26151,19249,0.59705335,,
"Montour County, Pennsylvania",Total,05000US42093,18405,14610,110,18100,65,14330,117,42093,8556,0.597069086,,
"Mason County, Washington",Total,05000US53045,61060,49175,107,58545,384,47005,308,53045,28073,0.597234337,,
"Benton County, Arkansas",Total,05000US05007,245230,178725,,226630,946,162105,798,05007,96824,0.597291879,,
"Iroquois County, Illinois",Total,05000US17075,28815,22410,15,28230,112,21870,107,17075,13064,0.597347965,,
"Adams County, Wisconsin",Total,05000US55001,20295,17265,70,20045,75,17015,97,55001,10164,0.597355275,,
"Claiborne County, Mississippi",Total,05000US28021,9210,7210,76,9150,36,7150,93,28021,4272,0.597482517,,
"Box Butte County, Nebraska",Total,05000US31013,11280,8410,,11110,81,8240,81,31013,4924,0.597572816,,
"Jim Hogg County, Texas",Total,05000US48247,5220,3735,232,4995,163,3545,235,48247,2119,0.5977433,,
"Ramsey County, North Dakota",Total,05000US38071,11580,8955,,11495,64,8875,63,38071,5305,0.597746479,,
"Panola County, Mississippi",Total,05000US28107,34320,25430,,34090,133,25200,131,28107,15064,0.597777778,,
"Robertson County, Texas",Total,05000US48395,16535,12495,45,15760,230,11765,216,48395,7035,0.597960051,,
"Holmes County, Mississippi",Total,05000US28051,18545,13530,,18515,40,13505,41,28051,8076,0.59800074,,
"Lexington County, South Carolina",Total,05000US45063,277700,211970,56,268900,617,204135,505,45063,122093,0.598099297,,
"Gates County, North Carolina",Total,05000US37073,11615,9145,16,11485,106,9015,105,37073,5392,0.598114254,,
"Laclede County, Missouri",Total,05000US29105,35505,26885,38,35450,53,26835,51,29105,16051,0.598136762,,
"Fayette County, Kentucky",Total,05000US21067,311530,245585,22,291430,995,227870,763,21067,136315,0.598213894,,
"Berks County, Pennsylvania",Total,05000US42011,414095,319255,,399100,1064,306015,930,42011,183065,0.598222309,,
"Mecklenburg County, Virginia",Total,05000US51117,31210,25220,,30955,84,24980,75,51117,14945,0.598278623,,
"Kinney County, Texas",Total,05000US48271,3580,2875,109,3035,163,2390,178,48271,1430,0.59832636,,
"Passaic County, New Jersey",Total,05000US34031,507205,383795,,442935,2375,325420,2161,34031,194802,0.598617172,,
"Cache County, Utah",Total,05000US49005,118825,81935,,113330,563,77065,484,49005,46157,0.598935963,,
"Newberry County, South Carolina",Total,05000US45071,37750,29390,38,36360,153,28055,139,45071,16807,0.599073249,,
"Bennington County, Vermont",Total,05000US50003,36505,29380,,36070,130,29010,101,50003,17381,0.599138228,,
"Limestone County, Alabama",Total,05000US01083,90255,69155,65,88205,353,67250,337,01083,40294,0.599167286,,
"Beaufort County, South Carolina",Total,05000US45013,175315,140420,64,165010,672,131055,554,45013,78524,0.599168288,,
"Bourbon County, Kentucky",Total,05000US21017,20005,15410,,19235,154,14690,149,21017,8803,0.599251191,,
"Rockingham County, North Carolina",Total,05000US37157,91900,72585,,89670,360,70545,323,37157,42278,0.599305408,,
"Lebanon County, Pennsylvania",Total,05000US42075,136950,105405,26,134455,481,103190,444,42075,61845,0.599331331,,
"Portsmouth city, Virginia",Total,05000US51740,96070,73455,18,94700,347,72180,334,51740,43265,0.599404267,,
"Miller County, Missouri",Total,05000US29131,25010,19110,41,24945,49,19045,53,29131,11416,0.599422421,,
"Beaver County, Utah",Total,05000US49001,6435,4360,,6195,84,4155,69,49001,2491,0.599518652,,
"Montgomery County, Missouri",Total,05000US29139,11820,9100,49,11775,38,9055,54,29139,5429,0.599558255,,
"Sampson County, North Carolina",Total,05000US37163,63715,47895,,58540,435,43240,316,37163,25928,0.599629972,,
"Coosa County, Alabama",Total,05000US01037,10865,8870,,10750,115,8755,113,01037,5252,0.59988578,,
"Perry County, Pennsylvania",Total,05000US42099,45645,35595,27,45305,103,35270,99,42099,21158,0.599886589,,
"Marion County, Mississippi",Total,05000US28091,25810,19630,66,25660,112,19490,109,28091,11693,0.599948692,,
"New Haven County, Connecticut",Total,05000US09009,860875,679190,,808345,2634,631715,2283,09009,379006,0.599963591,,
"Lipscomb County, Texas",Total,05000US48295,3505,2550,96,3145,91,2220,125,48295,1332,0.6,,
"Las Animas County, Colorado",Total,05000US08071,14320,11695,24,13925,127,11320,122,08071,6793,0.600088339,,
"Lewis County, Washington",Total,05000US53041,75725,59055,79,73455,385,56900,373,53041,34149,0.600158172,,
"Minnehaha County, South Dakota",Total,05000US46099,182015,136335,23,174645,866,130380,600,46099,78263,0.600268446,,
"Charleston County, South Carolina",Total,05000US45019,380675,303950,67,369920,875,293755,849,45019,176345,0.600313186,,
"Copiah County, Mississippi",Total,05000US28029,28780,21895,,28460,152,21615,138,28029,12982,0.600601434,,
"Lawrence County, Missouri",Total,05000US29109,38205,28450,63,37535,208,27830,196,29109,16715,0.600610852,,
"Craven County, North Carolina",Total,05000US37049,104190,80715,,101130,504,78255,451,37049,47001,0.600613379,,
"Carter County, Missouri",Total,05000US29035,6250,4735,61,6250,15,4735,61,29035,2844,0.60063358,,
"Pike County, Pennsylvania",Total,05000US42103,56210,45090,27,54555,400,43450,398,42103,26101,0.600713464,,
"Erie County, New York",Total,05000US36029,922130,730795,,891355,1445,705180,1036,36029,423625,0.600733146,,
"Metcalfe County, Kentucky",Total,05000US21169,9985,7695,62,9975,15,7690,60,21169,4620,0.600780234,,
"Gentry County, Missouri",Total,05000US29075,6745,5110,37,6700,21,5065,37,29075,3043,0.600789733,,
"Muskegon County, Michigan",Total,05000US26121,172150,131205,,170845,231,129975,214,26121,78088,0.60079246,,
"San Diego County, California",Total,05000US06073,3253355,2525690,,2872270,6839,2174370,6338,06073,1306400,0.600817708,,
"Bristol County, Massachusetts",Total,05000US25005,554870,437365,131,530105,1581,414315,1326,25005,248959,0.60089304,,
"Elk County, Kansas",Total,05000US20049,2635,2100,,2625,7,2095,10,20049,1259,0.600954654,,
"Wilkes County, North Carolina",Total,05000US37193,68890,54185,73,66555,337,52070,285,37193,31296,0.601037065,,
"Pickens County, Georgia",Total,05000US13227,29990,23750,204,29595,227,23350,194,13227,14038,0.601199143,,
"Bandera County, Texas",Total,05000US48019,21015,17305,43,20705,159,16995,165,48019,10218,0.601235658,,
"Colleton County, South Carolina",Total,05000US45029,37885,29160,28,37205,377,28690,208,45029,17251,0.601289648,,
"Lake County, Colorado",Total,05000US08065,7400,5935,233,6775,208,5320,326,08065,3199,0.601315789,,
"Hall County, Georgia",Total,05000US13139,190480,139780,,166310,1126,117555,941,13139,70694,0.601369572,,
"Montgomery County, Texas",Total,05000US48339,518850,379745,22,473735,2889,340225,2212,48339,204632,0.601460798,,
"Osceola County, Michigan",Total,05000US26133,23170,17715,11,23075,53,17635,50,26133,10609,0.601587752,,
"Scott County, Kansas",Total,05000US20171,4960,3765,98,4740,176,3660,131,20171,2202,0.601639344,,
"Portage County, Ohio",Total,05000US39133,161795,130350,71,157400,721,126540,484,39133,76139,0.601699067,,
"Benewah County, Idaho",Total,05000US16009,9070,7040,,8980,51,6955,48,16009,4185,0.601725377,,
"Atlantic County, New Jersey",Total,05000US34001,274025,213370,,253530,1247,194910,1102,34001,117291,0.601770048,,
"Fannin County, Georgia",Total,05000US13111,24015,19740,,23865,94,19625,67,13111,11812,0.60188535,,
"Centre County, Pennsylvania",Total,05000US42027,159180,134730,56,150100,711,126495,579,42027,76148,0.601984268,,
"Panola County, Texas",Total,05000US48365,23770,18060,37,22980,171,17295,147,48365,10416,0.602254987,,
"Rush County, Kansas",Total,05000US20165,3145,2500,107,3140,125,2495,105,20165,1503,0.60240481,,
"Saline County, Arkansas",Total,05000US05125,115575,88075,,113865,338,86485,314,05125,52100,0.602416604,,
"Webster County, Nebraska",Total,05000US31181,3665,2840,24,3660,9,2835,25,31181,1708,0.602469136,,
"Marquette County, Michigan",Total,05000US26103,67420,55195,15,66900,139,54730,128,26103,32976,0.602521469,,
"Orange County, California",Total,05000US06059,3132210,2411040,,2673250,6291,1987335,5639,06059,1197521,0.602576315,,
"Faulk County, South Dakota",Total,05000US46049,2355,1855,66,2350,10,1855,66,46049,1118,0.602695418,,
"Fayette County, Texas",Total,05000US48149,24910,19650,,23775,199,18540,202,48149,11174,0.602696872,,
"Monroe County, Georgia",Total,05000US13207,27045,21330,,26755,96,21050,95,13207,12687,0.602707838,,
"Franklin Parish, Louisiana",Total,05000US22041,20465,15230,,20435,34,15200,35,22041,9162,0.602763158,,
"Champaign County, Illinois",Total,05000US17019,206420,167145,,190500,771,152000,720,17019,91628,0.602815789,,
"Lenawee County, Michigan",Total,05000US26091,98675,77075,,97760,236,76205,231,26091,45939,0.60283446,,
"Dawson County, Montana",Total,05000US30021,9430,7360,50,9325,68,7255,86,30021,4374,0.602894555,,
"Aiken County, South Carolina",Total,05000US45003,165145,128575,,160290,685,124145,595,45003,74851,0.602932055,,
"Jasper County, Georgia",Total,05000US13159,13570,10270,,13320,105,10025,103,13159,6045,0.602992519,,
"Kerr County, Texas",Total,05000US48265,50505,40675,46,48385,492,38635,477,48265,23297,0.603002459,,
"Blount County, Alabama",Total,05000US01009,57705,44105,29,55925,339,42430,314,01009,25588,0.60306387,,
"McPherson County, South Dakota",Total,05000US46089,2250,1885,111,2250,129,1885,111,46089,1137,0.603183024,,
"Campbell County, Kentucky",Total,05000US21037,91455,71540,45,90260,302,70470,287,21037,42510,0.603235419,,
"Benton County, Missouri",Total,05000US29015,18825,15500,23,18760,38,15435,43,29015,9312,0.603304179,,
"Leon County, Texas",Total,05000US48289,16925,13060,45,16130,153,12330,156,48289,7439,0.603325223,,
"Newton County, Georgia",Total,05000US13217,103900,75640,120,100765,629,72890,522,13217,43987,0.603470984,,
"Lucas County, Ohio",Total,05000US39095,434800,333710,57,427845,652,327360,547,39095,197556,0.603482405,,
"Covington County, Mississippi",Total,05000US28031,19505,14635,,19470,39,14600,41,28031,8811,0.603493151,,
"Douglas County, Georgia",Total,05000US13097,138285,101050,56,132440,927,95670,792,13097,57738,0.603512073,,
"Lake County, Montana",Total,05000US30047,29310,22120,54,29015,95,21840,119,30047,13181,0.603525641,,
"Brewster County, Texas",Total,05000US48043,9190,7305,23,8920,97,7045,95,48043,4252,0.603548616,,
"Lincoln County, Nebraska",Total,05000US31111,35775,27090,69,35410,147,26725,148,31111,16131,0.603592142,,
"York County, Nebraska",Total,05000US31185,13840,10685,,13695,73,10570,60,31185,6381,0.603689688,,
"Schuyler County, New York",Total,05000US36097,18335,14705,40,18160,107,14530,108,36097,8772,0.603716449,,
"Wilkinson County, Georgia",Total,05000US13319,9310,7150,15,9265,42,7100,42,13319,4287,0.603802817,,
"Latah County, Idaho",Total,05000US16057,38595,31430,,37085,274,30090,233,16057,18173,0.603954802,,
"Graves County, Kentucky",Total,05000US21083,37380,28280,23,36585,145,27495,147,21083,16606,0.603964357,,
"Shackelford County, Texas",Total,05000US48417,3325,2510,23,3305,23,2490,27,48417,1504,0.604016064,,
"Emery County, Utah",Total,05000US49015,10570,7210,38,10465,51,7100,60,49015,4289,0.604084507,,
"Caswell County, North Carolina",Total,05000US37033,23095,18695,20,22695,114,18325,97,37033,11070,0.604092769,,
"Cleveland County, North Carolina",Total,05000US37045,97115,75455,63,95395,394,73940,333,37045,44673,0.604179064,,
"Warren County, Illinois",Total,05000US17187,17610,13705,82,16720,188,12915,125,17187,7807,0.604490902,,
"Russell County, Kentucky",Total,05000US21207,17685,13705,51,17425,130,13520,90,21207,8174,0.604585799,,
"Van Buren County, Michigan",Total,05000US26159,75215,57030,,73105,453,55015,421,26159,33274,0.604816868,,
"Silver Bow County, Montana",Total,05000US30093,34560,27695,152,34030,243,27195,247,30093,16452,0.604964148,,
"Pike County, Illinois",Total,05000US17149,16055,12485,21,16015,25,12445,34,17149,7530,0.605062274,,
"Pine County, Minnesota",Total,05000US27115,29065,23060,,28830,75,22825,77,27115,13811,0.605082147,,
"Santa Cruz County, Arizona",Total,05000US04023,46545,33300,46,40030,684,27155,602,04023,16433,0.605155588,,
"Oscoda County, Michigan",Total,05000US26135,8375,6775,27,8330,26,6730,35,26135,4073,0.605200594,,
"Henry County, Alabama",Total,05000US01067,17185,13555,47,16950,104,13335,115,01067,8072,0.605324334,,
"Essex County, New Jersey",Total,05000US34013,792585,601645,,696980,2733,513655,2360,34013,310934,0.605336267,,
"Gibson County, Indiana",Total,05000US18051,33685,25755,14,33505,77,25575,81,18051,15484,0.605434995,,
"Franklin County, Pennsylvania",Total,05000US42055,152705,117735,58,149825,586,115150,510,42055,69731,0.605566652,,
"Sevier County, Utah",Total,05000US49041,20915,14550,25,20655,100,14290,95,49041,8654,0.605598321,,
"Stark County, Ohio",Total,05000US39151,374760,292255,,371585,476,289275,430,39151,175239,0.605786881,,
"Champaign County, Ohio",Total,05000US39021,39175,30050,,39010,66,29880,68,39021,18104,0.605890228,,
"Adams County, Pennsylvania",Total,05000US42001,101760,80680,,99290,260,78370,260,42001,47489,0.605958913,,
"Elmore County, Alabama",Total,05000US01051,80955,62405,,79920,285,61485,241,01051,37260,0.606001464,,
"Montague County, Texas",Total,05000US48337,19385,14935,,18620,211,14195,210,48337,8604,0.606128919,,
"Perry County, Missouri",Total,05000US29157,19150,14480,54,19055,76,14415,67,29157,8740,0.606312869,,
"Pettis County, Missouri",Total,05000US29159,42195,31630,45,40245,264,29870,254,29159,18111,0.606327419,,
"Jackson Parish, Louisiana",Total,05000US22049,16000,12455,46,15850,56,12310,65,22049,7464,0.606336312,,
"Kane County, Illinois",Total,05000US17089,526615,383660,31,467065,2038,328655,1772,17089,199314,0.606453576,,
"Warren County, Indiana",Total,05000US18171,8310,6515,16,8275,27,6480,28,18171,3930,0.606481481,,
"Ashland County, Ohio",Total,05000US39005,53345,41090,63,52750,260,40545,199,39005,24590,0.60648662,,
"Bullitt County, Kentucky",Total,05000US21029,77725,59690,45,77495,104,59470,108,21029,36069,0.606507483,,
"Mendocino County, California",Total,05000US06045,87410,68365,28,80295,750,61790,674,06045,37477,0.606522091,,
"Siskiyou County, California",Total,05000US06093,43670,34825,,42555,217,33780,182,06093,20492,0.606631143,,
"Williams County, Ohio",Total,05000US39171,37270,28740,51,37060,112,28530,126,39171,17308,0.606659657,,
"Franklin County, Virginia",Total,05000US51067,56230,45210,76,55430,192,44455,194,51067,26971,0.606703408,,
"Southampton County, Virginia",Total,05000US51175,18290,14685,50,18235,44,14630,63,51175,8878,0.60683527,,
"St. Clair County, Illinois",Total,05000US17163,265570,201515,64,262500,439,198690,420,17163,120580,0.606875031,,
"Caldwell County, Kentucky",Total,05000US21033,12760,9845,51,12760,18,9845,51,21033,5975,0.606907059,,
"Adams County, Mississippi",Total,05000US28001,31745,24655,240,29885,343,22795,225,28001,13836,0.606975214,,
"Lorain County, Ohio",Total,05000US39093,304090,234645,34,300760,413,231560,367,39093,140562,0.607021938,,
"Wayne County, Michigan",Total,05000US26163,1767595,1340200,59,1701915,1956,1281275,1605,26163,777838,0.607081228,,
"Mitchell County, Kansas",Total,05000US20123,6300,4895,32,6235,42,4845,49,20123,2942,0.607223942,,
"Putnam County, Florida",Total,05000US12107,72305,56510,12,70270,328,54535,306,12107,33117,0.607261392,,
"Wayne County, Iowa",Total,05000US19185,6405,4855,8,6385,18,4840,20,19185,2940,0.607438017,,
"Prowers County, Colorado",Total,05000US08099,12120,9000,36,11340,187,8255,164,08099,5016,0.607631738,,
"Twiggs County, Georgia",Total,05000US13289,8365,6745,,8275,114,6680,78,13289,4059,0.607634731,,
"Henry County, Kentucky",Total,05000US21103,15530,11860,12,15430,63,11765,65,21103,7149,0.607649809,,
"Warren County, New York",Total,05000US36113,64910,52570,38,63910,250,51680,203,36113,31408,0.607739938,,
"Kershaw County, South Carolina",Total,05000US45055,63090,48205,33,62555,194,47705,178,45055,28995,0.607797925,,
"Barber County, Kansas",Total,05000US20007,4830,3725,126,4790,168,3705,127,20007,2252,0.60782726,,
"Acadia Parish, Louisiana",Total,05000US22001,62370,45645,101,61745,165,45035,200,22001,27389,0.608171422,,
"Warren County, Virginia",Total,05000US51187,38805,29965,38,38280,180,29530,148,51187,17960,0.608195056,,
"Highlands County, Florida",Total,05000US12055,98860,81335,,92245,1017,75115,974,12055,45686,0.608214072,,
"Glascock County, Georgia",Total,05000US13125,3055,2300,17,3040,21,2285,28,13125,1390,0.608315098,,
"Austin County, Texas",Total,05000US48015,29105,21980,46,26945,538,20175,419,48015,12274,0.608376704,,
"Collingsworth County, Texas",Total,05000US48087,3030,2245,65,2665,139,1900,117,48087,1156,0.608421053,,
"Dickey County, North Dakota",Total,05000US38021,5160,4010,46,5100,38,3955,61,38021,2407,0.608596713,,
"Edgecombe County, North Carolina",Total,05000US37065,54670,41905,28,53545,179,40885,146,37065,24886,0.608682891,,
"Sandoval County, New Mexico",Total,05000US35043,138115,103940,75,135125,597,101330,474,35043,61690,0.608802921,,
"Charlotte County, Virginia",Total,05000US51037,12230,9570,,12205,28,9540,28,51037,5808,0.608805031,,
"Ford County, Illinois",Total,05000US17053,13760,10585,40,13680,42,10505,56,17053,6396,0.608852927,,
"Amherst County, Virginia",Total,05000US51009,32000,25560,22,31720,91,25285,88,51009,15396,0.608898556,,
"Butte County, Idaho",Total,05000US16023,2590,2045,115,2565,30,2020,116,16023,1230,0.608910891,,
"Alamosa County, Colorado",Total,05000US08003,16355,12340,113,15250,364,11395,302,08003,6939,0.608951294,,
"Wheeler County, Texas",Total,05000US48483,5640,4175,18,5170,87,3785,75,48483,2306,0.609247028,,
"Rooks County, Kansas",Total,05000US20163,5160,3995,23,5135,22,3970,28,20163,2419,0.609319899,,
"Saluda County, South Carolina",Total,05000US45081,20115,15600,35,18515,178,14055,181,45081,8564,0.609320527,,
"Linn County, Kansas",Total,05000US20107,9525,7280,38,9510,19,7265,32,20107,4427,0.609359945,,
"Marinette County, Wisconsin",Total,05000US55075,41090,33095,,40890,67,32895,66,55075,20046,0.609393525,,
"Major County, Oklahoma",Total,05000US40093,7720,5750,10,7555,51,5590,52,40093,3407,0.609481216,,
"Shannon County, Missouri",Total,05000US29203,8255,6410,,8250,9,6405,11,29203,3904,0.60952381,,
"Douglas County, Washington",Total,05000US53017,40100,29485,73,35615,452,25485,366,53017,15543,0.60988817,,
"Lavaca County, Texas",Total,05000US48285,19655,15050,15,18730,173,14200,160,48285,8661,0.609929577,,
"Rutland County, Vermont",Total,05000US50021,60135,49130,51,59505,173,48560,157,50021,29619,0.609946458,,
"Tallapoosa County, Alabama",Total,05000US01123,40960,32160,71,40740,135,31945,140,01123,19486,0.609985913,,
"St. Clair County, Missouri",Total,05000US29185,9445,7640,20,9395,34,7590,46,29185,4630,0.610013175,,
"Salem County, New Jersey",Total,05000US34033,64505,50130,40,62685,335,48345,323,34033,29494,0.610073431,,
